Product,Organic,Unit,Label,COO,Sales Order,Invoice #,Invoice Payment Status,Most Recent Invoice Paid Date,Sale Location,Sales Rep,Reqs. Date,Customer,Lot,Vendor,Source,Received Date,Use By Date,Pack Date,Lot Location,Quantity,Cost per Unit,Price per Unit,Total Cost,Total Sold Lot Expenses,Total Revenue,Total Profit $,Total Profit %,Oficina
Bell Pepper Orange Lge,True,11 Lb Box,Fresh,MX,5190671.0,10831.0,Paid,2025-06-10,Nogales Vendor,Stephan Salas,04/29/2025,"Terra Bella Greenhouses, Inc.",50955-BEL-1,"Divine Flavor, LLC.",PO #50955,04/30/2025,,,Nogales Vendor,60.0,16.95,19.95,1017.0,0.0,1197.0,180.0,15.04,Florida
Bell Pepper Orange Lge,False,11 Lb Box,Fresh,MX,5207234.0,10857.0,Paid,2025-06-09,McAllen Vendor,Stephan Salas,05/05/2025,"NatureSweet, Ltd.",50981-BEL-3,Red Sun Farms,PO #50981,05/06/2025,,,McAllen Vendor,200.0,7.0,9.0,1400.0,0.0,1800.0,400.0,22.22,Florida
Bell Pepper Orange Lge,True,11 Lb Box,Fresh,MX,5252698.0,10927.0,Unpaid,,Nogales Vendor,Stephan Salas,05/13/2025,"Terra Bella Greenhouses, Inc.",51059-BEL-2,IPR Fresh,PO #51059,05/14/2025,,,Nogales Vendor,60.0,20.95,23.95,1257.0,0.0,1437.0,180.0,12.53,Florida
Bell Pepper Orange Lge,True,11 Lb Box,Fresh,MX,5254042.0,10933.0,Unpaid,,Nogales Vendor,Frutto Foods,05/13/2025,"Ciruli Brothers, LLC.",51064-BEL-2,IPR Fresh,PO #51064,05/14/2025,,,Nogales Vendor,40.0,13.0,18.0,520.0,16.0,720.0,184.0,25.56,Florida
Bell Pepper Orange Lge,True,11 Lb Box,Fresh,MX,5329430.0,11030.0,Unpaid,,Nogales Vendor,Stephan Salas,05/30/2025,"Terra Bella Greenhouses, Inc.",51183-BEL-1,IPR Fresh,PO #51183,06/03/2025,,,Nogales Vendor,50.0,24.0,28.95,1200.0,8.67,1447.5,238.83,16.5,Florida
Bell Pepper Orange Lge,True,11 Lb Box,Non Sticker,MX,3071147.0,3414.0,Paid,2023-12-29,Leamington Vendor,Stephan Salas,11/14/2023,"Wholesum Family Farms, Inc.",2703-BEL-10,Nature Fresh Farms Sales Inc.,PO #2703,12/21/2023,,,Leamington Vendor,4.0,22.0,24.95,88.0,0.0,99.8,11.8,11.82,Florida
Bell Pepper Orange Lge,True,11 Lb Box,Non Sticker,MX,3335739.0,5200.0,Paid,2024-03-26,Nogales Vendor,Jorge Maldonado,02/01/2024,Thomas Fruits And Vegetables (2944715 CANADA INC),3223-BEL-1,Agriferg Produce LLC,PO #3223,02/14/2024,,,Nogales Vendor,100.0,7.0,12.5,700.0,0.0,1250.0,550.0,44.0,Florida
Bell Pepper Orange Lge,True,11 Lb Box,Rico Farms,MX,2105464.0,1693.0,Paid,2023-03-22,Nogales In/Out,Pablo Najar,02/22/2023,Canadawide Fruit Wholesalers Inc.,767-BEL-1,"Bridges Produce, Inc.",PO #767,02/24/2023,,,Nogales In/Out,100.0,22.95,25.95,2295.0,20.0,2595.0,280.0,10.79,Florida
Bell Pepper Orange Lge,True,11 Lb Box,Rico Farms,MX,2127649.0,1731.0,Paid,2023-03-17,Nogales Vendor,Frutto Foods,03/01/2023,"Terra Bella Greenhouses, Inc.",808-BEL-1,"Bridges Produce, Inc.",PO #808,03/03/2023,,,Nogales Vendor,70.0,22.95,25.95,1606.5,0.0,1816.5,210.0,11.56,Florida
Bell Pepper Orange Lge,False,25 Lb Box,Fresh,MX,2070666.0,1626.0,Paid,2023-04-04,McAllen Vendor,Stephan Salas,02/10/2023,"Produce Team, LLC.",695-BEL-1,"Mexfresh Produce (A d/b/a of Tom-Ver, LLC.)",PO #695,02/11/2023,,,McAllen Vendor,56.0,9.0,13.0,504.0,0.0,728.0,224.0,30.77,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,1910794.0,1319.0,Paid,2023-01-30,Nogales Vendor,Maria Najar,12/15/2022,"Terra Bella Greenhouses, Inc.",362-BEL-2,Trufresh,PO #362,12/16/2022,,,Nogales Vendor,60.0,7.95,12.95,477.0,9.6,777.0,290.4,37.37,Florida
Bell Pepper Orange Med,False,11 Lb Box,Fresh,MX,2453581.0,2345.0,Paid,2023-07-07,McAllen Vendor,Stephan Salas,06/01/2023,"Produce Team, LLC.",1528-BEL-2,"Sweet Seasons, LLC.",PO #1528,06/07/2023,,,McAllen Vendor,200.0,4.0,6.2,800.0,0.0,1240.0,440.0,35.48,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,2471002.0,2378.0,Paid,2023-07-13,Nogales Vendor,Jorge Maldonado,06/06/2023,"Terra Bella Farms, LLC.",1571-BEL-4,IPR Fresh,PO #1571,06/07/2023,,,Nogales Vendor,15.0,6.95,22.95,104.25,55.77,344.25,184.23,53.52,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,2479634.0,2404.0,Paid,2023-06-30,Nogales Vendor,Stephan Salas,06/08/2023,"Terra Bella Greenhouses, Inc.",1606-BEL-2,IPR Fresh,PO #1606,06/16/2023,,,Nogales Vendor,100.0,16.0,17.95,1600.0,0.0,1795.0,195.0,10.86,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,3146496.0,3546.0,Paid,2024-01-23,Nogales Vendor,Stephan Salas,12/06/2023,Delightful Quality Produce LLC,2843-BEL-2,"Wholesum Family Farms, Inc.",PO #2843,12/08/2023,,,Nogales Vendor,42.0,34.95,38.95,1467.9,0.0,1635.9,168.0,10.27,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,3149892.0,3551.0,Paid,2024-02-12,Nogales Vendor,Pablo Najar,12/07/2023,"Ciruli Brothers, LLC.",2848-BEL-1,"Bridges Produce, Inc.",PO #2848,12/08/2023,,,Nogales Vendor,50.0,34.95,39.95,1747.5,12.0,1997.5,238.0,11.91,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,3191858.0,3629.0,Paid,2024-01-12,Nogales Vendor,Stephan Salas,12/19/2023,Nature Fresh Farms Sales Inc,2947-BEL-3,Agriferg Produce LLC,PO #2947,12/22/2023,,,Nogales Vendor,100.0,29.0,32.5,2900.0,0.0,3250.0,350.0,10.77,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,3211048.0,3660.0,Paid,2024-01-24,Nogales Vendor,Ivonne Padres,12/26/2023,Mucci International Marketing Inc.,2978-BEL-2,Agriferg Produce LLC,PO #2978,12/27/2023,,,Nogales Vendor,538.0,18.5,20.5,9953.0,0.0,11029.0,1076.0,9.76,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,3285795.0,5120.0,Paid,2024-02-13,Nogales Vendor,Stephan Salas,01/17/2024,Nature Fresh Farms Sales Inc,3135-BEL-8,Trufresh,PO #3135,01/18/2024,,,Nogales Vendor,51.0,12.0,20.2,612.0,4.8,1030.2,413.4,40.13,Florida
Bell Pepper Orange Med,False,11 Lb Box,Fresh,MX,3409503.0,5303.0,Paid,2024-05-07,Nogales Vendor,Stephan Salas,02/21/2024,Delightful Quality Produce LLC,3338-BEL-2,Trufresh,PO #3338,02/23/2024,,,Nogales Vendor,300.0,12.95,16.95,3885.0,0.0,5085.0,1200.0,23.6,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,3466591.0,5387.0,Paid,2024-07-19,Nogales Vendor,Jorge Maldonado,03/08/2024,Courchesne Larose Ltee.,3454-BEL-1,"Bridges Produce, Inc.",PO #3454,03/11/2024,,,Nogales Vendor,22.0,26.95,34.95,592.9,9.3,768.9,166.7,21.68,Florida
Bell Pepper Orange Med,False,11 Lb Box,Fresh,MX,3496122.0,5435.0,Paid,2024-04-16,Nogales Vendor,Pablo Najar,03/15/2024,Westmoreland Sales,3496-BEL-1,"Baloian Farms (Baloian Packing Co,Inc)",PO #3496,03/18/2024,,,Nogales Vendor,300.0,22.95,25.95,6885.0,33.33,7785.0,866.67,11.13,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,3518503.0,5467.0,Paid,2024-03-25,Nogales Vendor,Jorge Maldonado,03/20/2024,ARKR LLC,3537-BEL-1,"Bridges Produce, Inc.",PO #3537,03/22/2024,,,Nogales Vendor,1.0,28.95,38.95,28.95,0.0,38.95,10.0,25.67,Florida
Bell Pepper Orange Med,False,11 Lb Box,Fresh,MX,3586365.0,5544.0,Paid,2024-05-28,Nogales Vendor,Stephan Salas,04/05/2024,Delightful Quality Produce LLC,3622-BEL-1,"Baloian Farms (Baloian Packing Co,Inc)",PO #3622,04/09/2024,,,Nogales Vendor,600.0,6.5,7.5,3900.0,0.0,4500.0,600.0,13.33,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,3617192.0,5600.0,Paid,2024-05-21,Nogales Vendor,Stephan Salas,04/12/2024,"Terra Bella Greenhouses, Inc.",3677-BEL-2,"Divine Flavor, LLC.",PO #3677,04/17/2024,,,Nogales Vendor,40.0,10.95,12.5,438.0,6.59,500.0,55.41,11.08,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,3617661.0,5605.0,Paid,2024-05-21,Nogales Vendor,Stephan Salas,04/12/2024,"Terra Bella Greenhouses, Inc.",3677-BEL-2,"Divine Flavor, LLC.",PO #3677,04/17/2024,,,Nogales Vendor,30.0,10.95,12.5,328.5,4.94,375.0,41.56,11.08,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,3969278.0,6076.0,Paid,2024-08-02,Nogales Vendor,Pablo Najar,07/05/2024,"Ciruli Brothers, LLC.",4195-BEL-3,"The Produce Exchange, Inc.",PO #4195,07/10/2024,,,Nogales Vendor,141.0,37.0,43.95,5217.0,45.1,6196.95,934.85,15.09,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,4276768.0,6351.0,Paid,2024-10-17,Nogales Vendor,Stephan Salas,09/17/2024,"Terra Bella Greenhouses, Inc.",4482-BEL-4,"Wholesum Family Farms, Inc.",PO #4482,09/18/2024,,,Nogales Vendor,60.0,18.95,21.95,1137.0,10.96,1317.0,169.04,12.84,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,4386809.0,6456.0,Paid,2024-11-20,Nogales Vendor,Stephan Salas,10/14/2024,"Terra Bella Greenhouses, Inc.",4597-BEL-1,"Wholesum Family Farms, Inc.",PO #4597,10/16/2024,,,Nogales Vendor,30.0,9.0,10.95,270.0,0.0,328.5,58.5,17.81,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,4444553.0,6546.0,Paid,2025-01-11,Nogales Vendor,Stephan Salas,10/28/2024,Delightful Quality Produce LLC,4702-BEL-3,"Wholesum Family Farms, Inc.",PO #4702,10/31/2024,,,Nogales Vendor,5.0,20.0,26.95,100.0,0.0,134.75,34.75,25.79,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,4560527.0,6725.0,Paid,2025-01-07,Nogales Vendor,Stephan Salas,11/25/2024,"Terra Bella Greenhouses, Inc.",4908-BEL-1,"Bridges Produce, Inc.",PO #4908,11/26/2024,,,Nogales Vendor,19.0,18.95,21.5,360.05,3.94,408.5,44.51,10.9,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,5164496.0,10785.0,Paid,2025-06-04,Nogales Vendor,Stephan Salas,04/23/2025,"Terra Bella Greenhouses, Inc.",50905-BEL-1,"Bridges Produce, Inc.",PO #50905,04/24/2025,,,Nogales Vendor,80.0,10.95,12.95,876.0,0.0,1036.0,160.0,15.44,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,5254042.0,10933.0,Unpaid,,Nogales Vendor,Frutto Foods,05/13/2025,"Ciruli Brothers, LLC.",51064-BEL-3,IPR Fresh,PO #51064,05/14/2025,,,Nogales Vendor,100.0,7.0,10.4,700.0,40.0,1040.0,300.0,28.85,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,5263539.0,10943.0,Unpaid,,Nogales Vendor,Stephan Salas,05/15/2025,"Terra Bella Greenhouses, Inc.",51075-BEL-2,"Bridges Produce, Inc.",PO #51075,05/22/2025,,,Nogales Vendor,50.0,16.95,18.95,847.5,0.0,947.5,100.0,10.55,Florida
Bell Pepper Orange Med,True,11 Lb Box,Fresh,MX,5270273.0,10957.0,Unpaid,,Nogales Vendor,Stephan Salas,05/16/2025,"Terra Bella Greenhouses, Inc.",51092-BEL-1,"Bridges Produce, Inc.",PO #51092,05/19/2025,,,Nogales Vendor,50.0,14.95,18.95,747.5,10.99,947.5,189.01,19.95,Florida
Bell Pepper Orange Med,True,25 Lb Box,Fresh,MX,3378219.0,5251.0,Paid,2024-04-04,Nogales Vendor,Jorge Maldonado,02/14/2024,Courchesne Larose Ltee.,3282-BEL-1,"Bridges Produce, Inc.",PO #3282,02/16/2024,,,Nogales Vendor,56.0,8.0,20.5,448.0,5.47,1148.0,694.53,60.5,Florida
Bell Pepper Orange Med,True,25 Lb Box,Fresh,MX,3396941.0,5281.0,Paid,2024-04-30,Nogales Vendor,Stephan Salas,02/16/2024,Delightful Quality Produce LLC,3309-BEL-2,"Bridges Produce, Inc.",PO #3309,02/21/2024,,,Nogales Vendor,34.0,20.95,23.95,712.3,0.0,814.3,102.0,12.53,Florida
Bell Pepper Orange Med,True,25 Lb Box,Fresh,MX,3398570.0,5283.0,Paid,2024-04-30,Nogales Vendor,Stephan Salas,02/17/2024,Delightful Quality Produce LLC,3315-BEL-1,"Bridges Produce, Inc.",PO #3315,02/21/2024,,,Nogales Vendor,22.0,20.95,23.95,460.9,0.0,526.9,66.0,12.53,Florida
Bell Pepper Orange Med,False,25 Lb Box,Fresh,MX,4628619.0,6811.0,Paid,2024-12-24,Nogales Vendor,Stephan Salas,12/12/2024,Huron Produce,5005-BEL-2,Harvest Best LLC,PO #5005,12/13/2024,,,Nogales Vendor,168.0,18.0,19.5,3024.0,55.38,3276.0,196.62,6.0,Florida
Bell Pepper Orange SXL,True,11 Lb Box,Fresh,CA,3071147.0,3414.0,Paid,2023-12-29,Leamington Vendor,Stephan Salas,11/14/2023,"Wholesum Family Farms, Inc.",2703-BEL-8,Nature Fresh Farms Sales Inc.,PO #2703,12/21/2023,,,Leamington Vendor,100.0,27.0,30.95,2700.0,0.0,3095.0,395.0,12.76,Florida
Bell Pepper Orange Sml,False,25 Lb Box,Fresh,MX,4628619.0,6811.0,Paid,2024-12-24,Nogales Vendor,Stephan Salas,12/12/2024,Huron Produce,5005-BEL-3,Harvest Best LLC,PO #5005,12/13/2024,,,Nogales Vendor,28.0,18.0,19.5,504.0,9.23,546.0,32.77,6.0,Florida
Bell Pepper Orange XL,False,11 Lb,Fresh,MX,3108101.0,3467.0,Paid,2023-12-07,McAllen Vendor,Jorge Maldonado,11/25/2023,"Veggies, Inc.",2760-BEL-4,Huron Produce,PO #2760,11/27/2023,,,McAllen Vendor,200.0,14.0,15.95,2800.0,0.0,3190.0,390.0,12.23,Florida
Bell Pepper Orange XL,False,11 Lb,Fresh,MX,3322077.0,5185.0,Paid,2024-03-04,Nogales Vendor,Stephan Salas,01/27/2024,Pure Flavor Farms LP,3205-BEL-2,IPR Fresh,PO #3205,01/29/2024,,,Nogales Vendor,500.0,23.0,26.0,11500.0,0.0,13000.0,1500.0,11.54,Florida
Bell Pepper Orange XL,False,11 Lb,Fresh,MX,3369396.0,5242.0,Paid,2024-03-16,Nogales Vendor,Stephan Salas,02/09/2024,Pure Flavor Farms LP,3271-BEL-1,Tricar Sales Inc.,PO #3271,02/13/2024,,,Nogales Vendor,300.0,23.0,25.95,6900.0,0.0,7785.0,885.0,11.37,Florida
Bell Pepper Orange XL,False,11 Lb,Fresh,MX,3372801.0,5245.0,Paid,2024-03-16,Nogales Vendor,Jorge Maldonado,02/10/2024,"Next Level Produce, Inc.",3275-BEL-1,"Frank's Distributing, Inc.",PO #3275,02/13/2024,,,Nogales Vendor,100.0,22.95,25.75,2295.0,0.0,2575.0,280.0,10.87,Florida
Bell Pepper Orange XL,False,11 Lb,Fresh,MX,3446045.0,5360.0,Paid,2024-04-05,Nogales Vendor,Stephan Salas,03/01/2024,Pure Flavor Farms LP,3407-BEL-2,"Hortinvest México, S.A. de C.V.",PO #3407,03/04/2024,,,Nogales Vendor,110.0,20.0,23.95,2200.0,0.0,2634.5,434.5,16.49,Florida
Bell Pepper Orange XL,False,11 Lb,Fresh,MX,3467047.0,5390.0,Paid,2024-04-10,Nogales Vendor,Stephan Salas,03/07/2024,Pure Flavor Farms LP,3442-BEL-1,"Hortinvest México, S.A. de C.V.",PO #3442,03/09/2024,,,Nogales Vendor,330.0,25.0,27.95,8250.0,0.0,9223.5,973.5,10.55,Florida
Bell Pepper Orange XL,True,11 Lb,Fresh,MX,3640225.0,5633.0,Paid,2024-06-12,Nogales Vendor,Stephan Salas,04/18/2024,"Terra Bella Greenhouses, Inc.",3716-BEL-1,Agriferg Produce LLC,PO #3716,04/23/2024,,,Nogales Vendor,100.0,18.0,21.0,1800.0,0.0,2100.0,300.0,14.29,Florida
Bell Pepper Orange XL,True,11 Lb,Fresh,MX,3654003.0,5655.0,Paid,2024-05-17,Nogales Vendor,Stephan Salas,04/22/2024,Nature Fresh Farms Sales Inc,3737-BEL-2,Agriferg Produce LLC,PO #3737,04/23/2024,,,Nogales Vendor,100.0,8.95,8.95,895.0,0.0,895.0,0.0,0.0,Florida
Bell Pepper Orange XL,True,11 Lb,Fresh,MX,3669157.0,5678.0,Paid,2024-06-10,Nogales Vendor,Stephan Salas,04/25/2024,"Terra Bella Greenhouses, Inc.",3760-BEL-1,Agriferg Produce LLC,PO #3760,04/26/2024,,,Nogales Vendor,50.0,22.95,25.95,1147.5,8.2,1297.5,141.8,10.93,Florida
Bell Pepper Orange XL,True,11 Lb,Fresh,MX,3671076.0,5684.0,Paid,2024-06-17,Nogales Vendor,Stephan Salas,04/26/2024,"Terra Bella Greenhouses, Inc.",3768-BEL-2,Agriferg Produce LLC,PO #3768,04/29/2024,,,Nogales Vendor,100.0,25.0,27.95,2500.0,17.95,2795.0,277.05,9.91,Florida
Bell Pepper Orange XL,False,11 Lb,Fresh,MX,3724312.0,5755.0,Paid,2024-07-03,Nogales Vendor,Stephan Salas,05/08/2024,Delightful Quality Produce LLC,3847-BEL-2,"VegFresh Farms, LLC.",PO #3847,05/29/2024,,,Nogales Vendor,300.0,3.25,4.0,975.0,0.0,1200.0,225.0,18.75,Florida
Bell Pepper Orange XL,True,11 Lb,Fresh,MX,3747083.0,5788.0,Paid,2024-07-05,Nogales Vendor,Stephan Salas,05/14/2024,"Terra Bella Greenhouses, Inc.",3892-BEL-2,"Wholesum Family Farms, Inc.",PO #3892,05/16/2024,,,Nogales Vendor,90.0,24.0,26.95,2160.0,14.0,2425.5,251.5,10.37,Florida
Bell Pepper Orange XL,True,11 Lb,Fresh,MX,3834798.0,5945.0,Paid,2024-07-23,Nogales Vendor,Stephan Salas,06/04/2024,"Terra Bella Greenhouses, Inc.",4052-BEL-1,"Wholesum Family Farms, Inc.",PO #4052,06/07/2024,,,Nogales Vendor,100.0,28.95,32.95,2895.0,0.0,3295.0,400.0,12.14,Florida
Bell Pepper Orange XL,True,11 Lb,Fresh,CA,3881529.0,5996.0,Paid,2024-07-12,Leamington Vendor,Pablo Najar,06/14/2024,"Ciruli Brothers, LLC.",4110-BEL-1,Nature Fresh Farms Sales Inc.,PO #4110,06/20/2024,,,Leamington Vendor,800.0,35.0,39.95,28000.0,0.0,31960.0,3960.0,12.39,Florida
Bell Pepper Orange XL,True,11 Lb,Fresh,MX,3881803.0,5998.0,Paid,2024-08-07,Nogales Vendor,Stephan Salas,06/15/2024,"Terra Bella Greenhouses, Inc.",4113-BEL-1,"Wholesum Family Farms, Inc.",PO #4113,07/17/2024,,,Nogales Vendor,25.0,36.95,39.95,923.75,0.0,998.75,75.0,7.51,Florida
Bell Pepper Orange XL,False,11 Lb,Fresh,CA,3889156.0,6000.0,Paid,2024-07-24,Leamington Vendor,Pablo Najar,06/17/2024,Best Deal Brokerage LLC,4115-BEL-3,S&S Produce Inc.,PO #4115,06/20/2024,,,Leamington Vendor,1000.0,22.0,25.0,22000.0,0.0,25000.0,3000.0,12.0,Florida
Bell Pepper Orange XL,True,11 Lb,Fresh,CA,3914303.0,6026.0,Paid,2024-08-21,Nogales Vendor,Stephan Salas,06/20/2024,"Terra Bella Greenhouses, Inc.",4135-BEL-1,Nature Fresh Farms Sales Inc.,PO #4135,06/27/2024,,,Nogales Vendor,100.0,15.0,20.0,1500.0,0.0,2000.0,500.0,25.0,Florida
Bell Pepper Orange XL,False,11 Lb,Fresh,MX,3935156.0,6048.0,Paid,2024-08-30,McAllen Vendor,Pablo Najar,06/27/2024,"NatureSweet, Ltd.",4162-BEL-2,Huron Produce,PO #4162,07/15/2024,,,McAllen Vendor,300.0,27.0,30.95,8100.0,31.67,9285.0,1153.33,12.42,Florida
Bell Pepper Orange XL,False,11 Lb,Fresh,MX,3941892.0,6051.0,Paid,2024-08-30,McAllen Vendor,Pablo Najar,06/29/2024,"NatureSweet, Ltd.",4167-BEL-5,Huron Produce,PO #4167,07/03/2024,,,McAllen Vendor,400.0,24.0,29.95,9600.0,48.37,11980.0,2331.63,19.46,Florida
Bell Pepper Orange XL,False,11 Lb,Fresh,CA,3950667.0,6061.0,Paid,2024-08-30,Leamington Vendor,Pablo Najar,07/01/2024,"NatureSweet, Ltd.",4178-BEL-3,Westmoreland Sales (A DBA of 1329729 Ontario Inc.),PO #4178,08/10/2024,,,Leamington Vendor,300.0,26.5,31.95,7950.0,0.0,9585.0,1635.0,17.06,Florida
Bell Pepper Orange XL,True,11 Lb,Fresh,MX,3969278.0,6076.0,Paid,2024-08-02,Nogales Vendor,Pablo Najar,07/05/2024,"Ciruli Brothers, LLC.",4195-BEL-6,"The Produce Exchange, Inc.",PO #4195,07/10/2024,,,Nogales Vendor,125.0,42.0,47.95,5250.0,39.98,5993.75,703.77,11.74,Florida
Bell Pepper Orange XL,False,11 Lb,Fresh,MX,4300288.0,6370.0,Paid,2024-10-18,Nogales Vendor,Stephan Salas,09/23/2024,Nature Fresh Farms Sales Inc,4509-BEL-7,"Produce Team, LLC.",PO #4509,10/01/2024,,,Nogales Vendor,83.0,10.0,11.95,830.0,0.0,991.85,161.85,16.32,Florida
Bell Pepper Orange XL,True,11 Lb,Fresh,MX,4728375.0,10042.0,Paid,2025-02-19,Nogales Vendor,Stephan Salas,01/10/2025,"Terra Bella Greenhouses, Inc.",50058-BEL-2,Agriferg Produce LLC,PO #50058,01/13/2025,,,Nogales Vendor,50.0,17.0,20.0,850.0,0.0,1000.0,150.0,15.0,Florida
Bell Pepper Orange XL,False,11 Lb,Fresh,MX,4783309.0,10140.0,Paid,2025-02-08,Nogales Vendor,Stephan Salas,01/22/2025,Huron Produce,50171-BEL-1,VILLAGE FARMS LP,PO #50171,01/27/2025,,,Nogales Vendor,300.0,11.0,12.95,3300.0,0.0,3885.0,585.0,15.06,Florida
Bell Pepper Orange XL,True,11 Lb,Fresh,MX,4978077.0,10442.0,Paid,2025-03-28,Nogales Vendor,Stephan Salas,03/11/2025,"JBJ Distributing, Inc.",50514-BEL-4,"The Produce Exchange, Inc.",PO #50514,03/14/2025,,,Nogales Vendor,4.0,30.95,34.95,123.8,0.0,139.8,16.0,11.44,Florida
Bell Pepper Orange XXL,False,11 Lb,Fresh,MX,4329135.0,6393.0,Paid,2024-10-30,McAllen Vendor,Pablo Najar,09/30/2024,Mastronardi Produce Ltd.,4533-BEL-1,Red Sun Farms,PO #4533,10/01/2024,,,McAllen Vendor,3000.0,10.0,12.5,30000.0,120.0,37500.0,7380.0,19.68,Florida
Bell Pepper Orange XXL,False,11 Lb,Fresh,MX,4402792.0,6486.0,Paid,2024-11-15,McAllen Vendor,Pablo Najar,10/17/2024,Westmoreland Sales,4633-BEL-3,Red Sun Farms,PO #4633,10/18/2024,,,McAllen Vendor,1200.0,5.0,5.95,6000.0,60.0,7140.0,1080.0,15.13,Florida
Bell Pepper Orange Xlg,False,11 Lb Box,Fresh,MX,1793149.0,1191.0,Paid,2022-12-08,McAllen Vendor,Stephan Salas,11/11/2022,"IPR Fresh.   (A d/b/a of IPR  Solutions, LLC.)",211-BEL-2,Nature Fresh Farms Sales Inc.,PO #211,11/14/2022,,,McAllen Vendor,900.0,10.0,14.0,9000.0,0.0,12600.0,3600.0,28.57,Florida
Bell Pepper Orange Xlg,False,11 Lb Box,Fresh,MX,1808608.0,1206.0,Paid,2022-12-23,McAllen Vendor,Stephan Salas,11/15/2022,"Grow-All Procurement, LLC.",227-BEL-1,Nature Fresh Farms Sales Inc.,PO #227,11/16/2022,,,McAllen Vendor,1000.0,13.0,14.95,13000.0,0.0,14950.0,1950.0,13.04,Florida
Bell Pepper Orange Xlg,True,11 Lb Box,Fresh,MX,1862443.0,1254.0,Paid,2023-01-06,Nogales Vendor,Frutto Foods,11/30/2022,"Terra Bella Greenhouses, Inc.",284-BEL-3,IPR Fresh,PO #284,12/01/2022,,,Nogales Vendor,20.0,20.0,22.95,400.0,3.2,459.0,55.8,12.16,Florida
Bell Pepper Orange Xlg,True,11 Lb Box,Fresh,MX,1862898.0,1259.0,Paid,2023-01-06,Nogales Vendor,Frutto Foods,11/30/2022,"Terra Bella Greenhouses, Inc.",288-BEL-3,IPR Fresh,PO #288,12/01/2022,,,Nogales Vendor,100.0,20.0,22.95,2000.0,12.0,2295.0,283.0,12.33,Florida
Bell Pepper Orange Xlg,False,11 Lb Box,Fresh,MX,2014473.0,1514.0,Paid,2023-02-21,McAllen Vendor,Ivonne Padres,01/23/2023,"Globalmex International, Inc.",575-BEL-1,"Sweet Seasons, LLC.",PO #575,01/26/2023,,,McAllen Vendor,50.0,8.95,10.95,447.5,0.0,547.5,100.0,18.26,Florida
Bell Pepper Orange Xlg,True,11 Lb Box,Fresh,MX,2049624.0,1579.0,Paid,2023-03-01,Nogales Vendor,Stephan Salas,02/03/2023,"IPR Fresh.   (A d/b/a of IPR  Solutions, LLC.)",646-BEL-2,"Wholesum Family Farms, Inc.",PO #646,02/09/2023,,,Nogales Vendor,360.0,9.0,9.95,3240.0,0.0,3582.0,342.0,9.55,Florida
Bell Pepper Orange Xlg,True,11 Lb Box,Fresh,MX,2151431.0,1773.0,Paid,2023-03-29,Nogales Vendor,Stephan Salas,03/08/2023,"IPR Fresh.   (A d/b/a of IPR  Solutions, LLC.)",857-BEL-2,"Wilson Produce, LLC.",PO #857,03/11/2023,,,Nogales Vendor,100.0,18.95,20.95,1895.0,0.0,2095.0,200.0,9.55,Florida
Bell Pepper Orange Xlg,False,11 Lb Box,Fresh,MX,2184710.0,1828.0,Paid,2023-04-17,Nogales Vendor,Jorge Maldonado,03/18/2023,Rochester Fruits,924-BEL-2,IPR Fresh,PO #924,03/20/2023,,,Nogales Vendor,13.0,14.0,17.95,182.0,16.77,233.35,34.58,14.82,Florida
Bell Pepper Orange Xlg,True,11 Lb Box,Fresh,MX,2215480.0,1861.0,Paid,2023-04-21,Nogales Vendor,Stephan Salas,03/27/2023,"Terra Bella Greenhouses, Inc.",960-BEL-1,"Wilson Produce, LLC.",PO #960,03/29/2023,,,Nogales Vendor,100.0,14.95,16.95,1495.0,15.0,1695.0,185.0,10.91,Florida
Bell Pepper Orange Xlg,False,11 Lb Box,Fresh,MX,2409147.0,2245.0,Paid,2023-06-02,McAllen Vendor,Stephan Salas,05/19/2023,Huron Produce,1424-BEL-2,WYCO Produce,PO #1424,05/22/2023,,,McAllen Vendor,400.0,8.0,8.95,3200.0,0.0,3580.0,380.0,10.61,Florida
